LINK	ORIGINAL	TAKEN	UPLOADED	TITLE	PHOTOGRAPHER	PHOTOGRAPHERLOC	DESC	VIEWS	TAG	COCODESC1	COCODESC2	COCODESC3	COCODESC4	COCODESC5	LATITUDE	LONGITUDE	COUNTRY	COCOTAG	COCOTAGDESC	COCOKEY	COCOSTUFF	STUFFDESC	X	Y	Z	AA	AB	AC	AD	AE	AF	AG	AH	AI	AJ	AK	AL	AM	AN	AO	AP	AQ	AR	AS	AT	AU	AV	AW	AX	AY	AZ	BA	BB	BC	BD	BE	BF	BG	BH	BI	BJ	BK	BL	BM	BN	BO	BP	BQ	BR	BS	BT	BU	BV
http://flickr.com/photo.gne?id=392305997_3337ec360a_z.jpg	http://farm1.staticflickr.com/166/392305997_3337ec360a_z.jpg	2007-02-09 08:08:18	2007-02-16	Everyone is the same size when playing Nintendo Wii	Z. Smith Reynolds Library	NULL	All ages participated in the event!	299	zsrlibrary; zsr; library; wfu; wakeforestuniversity; wakeforest; GetGame@ZSR; gaming; 	an  image of two people playing video games	two people standing next to a table playing nintendo wii	A man and boy with video game controllers playing a game.	A man and boy playing a game with a Nintendo Wii controller.	A man and a boy hold video controllers on opposite sides of a dining table containing a projector.	36.13216	-80.27826	United States	./database/coco_tag/471893.png	dining table; person; person; remote; remote; chair; chair; chair; chair; chair; remote; book; book; book; person; chair; chair; book; book; book; book; book; book; book; book; book; book; chair; chair; chair; chair; 	./database/coco_key/471893.png	./database/coco_stuff/471893.png	carpet; clothes; floor-other; furniture-other; plant-other; plastic; shelf; table; wall-brick; wall-concrete; window-other; other; 																																																			
http://flickr.com/photo.gne?id=4415559538_f036f9ff02_z.jpg	http://farm3.staticflickr.com/2756/4415559538_f036f9ff02_z.jpg	2010-03-07 17:30:55	2010-03-08	Herman Zellouisa and living room 2010.03.07	bullcitydave	Durham, NC, USA		123	20100307_; borador; bordador; collie; cross; black; dog; dogs; mutt; mutts; labrador; retriever; border; 	A dog is sitting on the couch in a living room. 	A dog sitting on a couch and a cat on the floor of a living room.	A cute black dog sitting on the couch.	A dog sitting on a big couch looking at the camera man. 	a dog on a couch in a living room 	36.012297	-78.913893	United States	./database/coco_tag/543581.png	dog; tv; tv; cat; couch; bottle; bottle; book; book; book; book; book; book; book; book; book; book; book; remote; 	NULL	./database/coco_stuff/543581.png	floor-wood; furniture-other; light; paper; plastic; rug; shelf; table; wall-concrete; window-other; other; 																																																			
http://flickr.com/photo.gne?id=5913663192_016a10cced_z.jpg	http://farm6.staticflickr.com/5073/5913663192_016a10cced_z.jpg	2011-07-03 16:45:23	2011-07-07	Stands the church clock at ten to three?	skittledog	NULL	No, but close enough. Church tower, poppies, double yellow lines. English summer Sunday laid on with a trowel. I didn't have honey for tea though.....(...but I did have strawberries and cream and meringues for dinner once I'd made it back to London. Biped is a most excellent host even when I'm just using her as a free hotel with dvds...)	138	Falmer; church; churchyard; poppies; 	A long stone wall at a church with a cemetary.	There is a church near a cemetary. 	A wall is surrounding a graveyard at a cemetery.	a old looking tower that has a clock on it	An old gothic church next to a cemetery with a rock fence in front.	50.860983	-0.082311	United Kingdom	./database/coco_tag/120572.png	bench; clock; 	NULL	./database/coco_stuff/120572.png	flower; grass; house; sky-other; stone; tree; wall-stone; other; 																																																			
http://flickr.com/photo.gne?id=6590444993_42ee1edef5_z.jpg	http://farm8.staticflickr.com/7001/6590444993_42ee1edef5_z.jpg	2009-12-11 14:55:58	2011-12-28	Julia Childs' Kitchen	Richard Gillin	St Albans, UK		59		a massive variety of pots and other objects are displayed along a long kitchen counter with a sink and a clock on the wall.	The shelves in a kitchen are covered with pans.	Busy kitchen in residential home with cabinets and wooden table.	some pots and pans a clock a sink  and some cabinets	a kitchen with a countertop and talbe with open cabinets	38.891274	-77.030017	United States	./database/coco_tag/156278.png	clock; chair; knife; knife; sink; knife; knife; knife; bowl; apple; chair; sink; refrigerator; knife; knife; knife; knife; knife; knife; knife; bowl; bowl; apple; apple; book; knife; bowl; bowl; knife; 	NULL	./database/coco_stuff/156278.png	cabinet; ceiling-other; counter; door-stuff; floor-other; furniture-other; light; metal; plastic; shelf; table; textile-other; wall-concrete; wall-other; wall-tile; window-blind; other; 																																																			
http://flickr.com/photo.gne?id=401267091_bb356fb2f3_z.jpg	http://farm1.staticflickr.com/151/401267091_bb356fb2f3_z.jpg	2007-02-24 15:38:57	2007-02-24	Sissy, the NASCAT	Mïk	Ocean Shores, Wa., MikeyWorld	I'll bet SHE backs the track.	175	MikeyWorld; cat; car; TV; Ocean Shores; NASCAR; ExperienceWA; 	A cat sitting on the floor watching television.	a cat siting on the ground watching a tv	A cat sitting on the floor watching a television.	A cat sitting of a TV on top of a TV stand.	A cat watches cars racing on a television.	47.008616	-124.153704	United States	./database/coco_tag/240940.png	tv; refrigerator; book; book; book; car; book; book; book; book; book; book; book; book; cat; book; 	NULL	./database/coco_stuff/240940.png	cabinet; carpet; floor-tile; paper; shelf; wall-concrete; other; 																																																			
http://flickr.com/photo.gne?id=7473704002_8fa474ce51_z.jpg	http://farm9.staticflickr.com/8167/7473704002_8fa474ce51_z.jpg	2012-06-30 14:53:56	2012-06-30	Quads	Cloudsurfer_UK	United Kingdom	British Army Royal Signals White Helment Motorcycle Display Team. Armed Forces Day, Coopers Field, Cardiff.	102		Racers riding four wheelers while a crowd watches.	Spectators enjoying a show of two men on four-wheelers.	Two men ride on atv's and tilt them to the side.	Two men doing a stunt show on four wheeler ATV vehicles.	A young man performing a trick on an ATV on a field.	51.484255	-3.183567	United Kingdom	./database/coco_tag/204186.png	person; person; person; person; backpack; backpack; handbag; person; person; person; person; person; person; person; motorcycle; motorcycle; person; person; handbag; person; 	./database/coco_key/204186.png	./database/coco_stuff/204186.png	clothes; fence; grass; tree; other; 																																																			
http://flickr.com/photo.gne?id=4491643_caf29e6ff2_z.jpg	http://farm1.staticflickr.com/4/4491643_caf29e6ff2_z.jpg	2005-02-08 17:18:18	2005-02-09	a tough question	Jason	Twin Cities, United States	I always thought a good invention would be a book with a TV screen in it. An even better invention though is a book with words in it or a TV with pictures on it.	317	apartment; books; tv; atari; tambourine; bunny ears; paddles; 	A old television set is displaying an old computer game in front of two bookshelves.	a small television in front of a bookshelf	A t.v. with bunny ears in front of a book shelf	some books shelves a television and a table	A game is displayed on a television in a living room.	44.946409	-93.168911	United States	./database/coco_tag/509260.png	tv; book; book; book; book; book; book; book; book; book; book; book; book; book; book; 	NULL	./database/coco_stuff/509260.png	ceiling-other; door-stuff; floor-wood; plastic; shelf; table; wall-concrete; wall-other; other; 																																																			
http://flickr.com/photo.gne?id=5850601092_5b2e14d702_z.jpg	http://farm6.staticflickr.com/5267/5850601092_5b2e14d702_z.jpg	2011-06-18 17:04:22	2011-06-19	Hawker hunter	Baz Masters	Leamington Spa, UK	At the Cotswold airshow this weekend.	60	cotswold; airshow; 2011; hawker; hunter; aeroplane; plane; 	A colorful fighter jet flying through a blue sky.	A jet with lots of colors leaving a trail in the sky.	There is a jet plane that is painted multi color	A colorful plane leaves a trail of smoke on a clear blue sky.	A mulitcolored plane is flying in the sky	51.669946	-2.049508	United Kingdom	./database/coco_tag/90631.png	airplane; 	NULL	./database/coco_stuff/90631.png	sky-other; other; 																																																			
http://flickr.com/photo.gne?id=5770078780_a76594938f_z.jpg	http://farm3.staticflickr.com/2795/5770078780_a76594938f_z.jpg	2011-05-27 09:25:40	2011-05-29	The Moon Farm Bus	Karah Levely-Rinaldi	Grand Junction, CO	Most people about my age or younger who grew up around Grand Junction have taken this bus, or one like it, to day camp at Moon Farm.	1011	Ava; preschool; graduation; party; celebration; Fruita; Moon Farm; school bus; bus; 	A yellow bus that is sitting in the grass.	A large yellow bus parked in some grass.	A school bus, parked in a rural area.	A school bus sitting in some overgrown grass	A bus parked in the weeds on a sunny day 	39.159778	-108.7359	United States	./database/coco_tag/387387.png	bus; 	NULL	./database/coco_stuff/387387.png	building-other; clouds; dirt; plant-other; wall-other; other; 																																																			
http://flickr.com/photo.gne?id=7360136074_1320db41dc_z.jpg	http://farm8.staticflickr.com/7213/7360136074_1320db41dc_z.jpg	2012-02-21 12:24:02	2012-06-11	公交 Transit bus	Feng Zhong	GZ, China	斯里兰卡 波隆纳鲁沃.Polonnaruwa, Sri Lanka	853	Polonnaruwa; North Central Province; Sri Lanka; 斯里兰卡; 波隆纳鲁沃; Polonnaruwa Sri Lanka; 锡兰; Ceylon; bus; logo; Bus Station; window; red; SLTB; lion; 	Closeup of a logo on a blue and red bus.	an image of a side symbol on a bus	The side view of a red vehicle with a logo sign on the side of it.	A logo on a double decker bus with a lion and a sword.	The side of a buss with a sign on it.	7.928933	81.033488	Sri Lanka	./database/coco_tag/253002.png	bus; 	NULL	./database/coco_stuff/253002.png	metal; other; 																																																			
http://flickr.com/photo.gne?id=8665048529_079f677dfc_z.jpg	http://farm9.staticflickr.com/8253/8665048529_079f677dfc_z.jpg	2013-04-13 13:52:58	2013-04-20	GOC Studham 038: Killer sheep	Peter O'Connor aka anemoneprojectors	Stevenage, United Kingdom	One of the guys on the walk, Kris, made  <a href="http://www.youtube.com/watch?feature=player_embedded&amp;v=4A3dd_wCZL0" rel="noreferrer nofollow">this funny video</a> of the sheep...Hertfordshire GOC's 13 April 2013 walk, which was a circular walk starting in Studham (at Studham Common) and visiting Hudnall, Hudnall Common, Great Gaddesden, Jockey End and Clements End. Please check out the other photos from the walk <a href="http://www.flickr.com/photos/anemoneprojectors/sets/72157633253590738">here</a>.	7798	Animal; Animalia; Artiodactyl; Artiodactyla; Bovidae; Caprinae; Chordata; Chordate; Domestic; Farm; Flock; Gay Outdoor Club; GOC; GOC Hertfordshire; GOC Studham; Great Gaddesden; Hertfordshire; Hertfordshire GOC; Mammal; Mammalia; Ovis; Ovis aries; Sheep; Z981; 2013; England; Kodak Easyshare Z981; Kodak; UK; 	many woolly sheep standing together in the field	A number of sheep gathered together looking around while standing on grass.	Sheep are standing together outside in a field	The sheep gathered in the meadow wait to be told where to go	A flock of very cute sheep in a grassy field.	51.79153	-0.501145	United Kingdom	./database/coco_tag/364322.png	sheep; sheep; sheep; sheep; sheep; sheep; sheep; sheep; sheep; sheep; sheep; sheep; sheep; sheep; sheep; sheep; 	NULL	./database/coco_stuff/364322.png	grass; other; 																																																			
http://flickr.com/photo.gne?id=3725350954_8d20f6769b_z.jpg	http://farm3.staticflickr.com/2503/3725350954_8d20f6769b_z.jpg	2009-07-15 19:56:43	2009-07-16	Hydrant Face	The Voice Of Objective Truth	NULL	There are a few of these hydrants with faces around Waterloo. I'd love to find them all and take pictures, but unfortunately some have faded or been wiped clean already. 	117		A yellow fire hydrant with a cartoon face drawn on it.	A fire hydrant that has been painted green on top.	A yellow fire hydrant with an angry face drawn on it.	A water hydrant on a pavement with cars in the bay	a fire hydrant with a face drawn on the front	43.46998	-80.51285	Canada	./database/coco_tag/147338.png	fire hydrant; truck; truck; truck; truck; car; 	NULL	./database/coco_stuff/147338.png	building-other; grass; gravel; metal; pavement; road; sky-other; tree; wall-concrete; other; 																																																			
http://flickr.com/photo.gne?id=8144608869_655919484a_z.jpg	http://farm9.staticflickr.com/8468/8144608869_655919484a_z.jpg	2012-10-24 10:38:03	2012-11-01	+	Nisa yeh	Taipei, Taiwan	旅途中，我所遇見的牠們 .........要好好相處	145	Panasonic GF1; Himeji City; Japan; Cat; Bird; 姬路城; 喵喵與烏鴉; Oct 26; 	Two cats sitting in the dirt under a tree.	A couple of cats are by a tree	an image of two cats in a sand lot	Two cats by a tree in the dirt	Several cats sitting near a tree and a bird on a fence post.	35.14944	134.860656	Japan	./database/coco_tag/117374.png	bird; cat; cat; 	NULL	./database/coco_stuff/117374.png	grass; paper; pavement; sand; tree; wall-stone; other; 																																																			
http://flickr.com/photo.gne?id=8187720838_8ff0c02dbd_z.jpg	http://farm9.staticflickr.com/8481/8187720838_8ff0c02dbd_z.jpg	2012-10-11 11:45:11	2012-11-15	Streetcar Style Bus, Bath, Maine	Ryan Taylor	Morden, London, UK		474	Streetcar; style; bus; bath; maine; new england; USA; America; american; public; transport; transit; tourist; tourists; tourism; 	A red trolley car driving down a parking lot.	A trolley car parked in a parking lot.	A tram like bus in a parking lot 	A red passenger bus is on the street.	A red trolley car that is sitting on pavement.	43.916134	-69.813888	United States	./database/coco_tag/82846.png	bus; stop sign; stop sign; 	NULL	./database/coco_stuff/82846.png	grass; house; metal; pavement; road; tree; other; 																																																			
http://flickr.com/photo.gne?id=139274926_d670c8aa26_z.jpg	http://farm1.staticflickr.com/52/139274926_d670c8aa26_z.jpg	2006-04-29 13:30:41	2006-05-02	DSC_2549	Nico Cavallotto	Milano, Italy		173	gemini; 1-5-2006; d50; water; girls; boat; hat; life; saver; 	Two little girls sitting on the side of a white boat.	Two girls sitting on device on side of a boat.	Two girls are sitting on the edge of a boat looking at the water.	LITTLE GIRLS ARE ON THE EDGE OF A BOAT 	Children are sitting on the side of the boat in the water.	43.818179	7.787933	Italy	./database/coco_tag/46497.png	boat; person; person; person; 	./database/coco_key/46497.png	./database/coco_stuff/46497.png	sea; solid-other; other; 																																																			
http://flickr.com/photo.gne?id=9316961041_0a0e04fedf_z.jpg	http://farm8.staticflickr.com/7285/9316961041_0a0e04fedf_z.jpg	2013-07-18 15:37:08	2013-07-19	86628 + 86607 Canonbury	Ryan Taylor	Morden, London, UK	4L57 13:47 Daventry - Tilbury	796	class; 86; 86/6; 86628; 86607; Freightliner; Freight; Liner; Train; container; ISO; Shipping; Daventry; Tilbury; 4L57; North; London; Line; Canonbury; 	Yellow and grey train near platform at railway station.	A train is moving along the tracks past a traffic signal.	A train engine carrying carts down a track into a station.	A freight train riding on tracks through a forested area.	a yellow and gray train some tracks and trees	51.548443	-0.093061	United Kingdom	./database/coco_tag/275727.png	train; traffic light; 	NULL	./database/coco_stuff/275727.png	building-other; bush; fence; metal; pavement; railroad; sky-other; tree; wall-concrete; other; 																																																			
http://flickr.com/photo.gne?id=9221199736_3b214ddeb0_z.jpg	http://farm6.staticflickr.com/5453/9221199736_3b214ddeb0_z.jpg	2013-07-05 19:19:28	2013-07-06	37688 + 37610 West Brompton	Ryan Taylor	Morden, London, UK	With just minutes left for this piece of track in the sunshine before the sun disappeared behind the Empress State building, DRS 37688 and 37610 head the 6M95 FO-Q 16:29 Dungeness - Willesden flask train approaching West Brompton station on the West London Line.  Photographers wishing to catch this train in the sun in the London area and at this location in particular have a very narrow window of opportunity in the high summer...This picture made photo of the day on Colin Marsden's Railway Centre website for 6th July 2013: <a href="http://www.railway-centre.com/july-2013.html" rel="noreferrer nofollow">www.railway-centre.com/july-2013.html</a>  	1258	37688; 37610; Class; 37; 37/5; 37/6; DRS; Direct; Rail; Services; West Brompton; West; London; Line; Dungeness; Willesden; flask; 6M95; English; Electric; Type 3; Syphon; Tractor; 	A train traveling down tracks next to a lush forest.	A train with a gold front is going down the tracks.	A train with a yellow front driving on a track.	A train with bright yellow engine on tracks beside tall leafy trees.	Train drives down the tracks along the treeline	51.4863	-0.194449	United Kingdom	./database/coco_tag/241297.png	train; 	NULL	./database/coco_stuff/241297.png	building-other; bush; fence; grass; gravel; metal; railroad; sky-other; tree; wall-brick; other; 																																																			
http://flickr.com/photo.gne?id=9130681725_51e6ee49ce_z.jpg	http://farm6.staticflickr.com/5548/9130681725_51e6ee49ce_z.jpg	2013-06-19 14:45:36	2013-06-25	466028 + 465192 Wandsworth Road	Ryan Taylor	Morden, London, UK	14:10 Orpington - London Victoria	713	Class; 466; 466028; Networker; ABB; 2-car; South; Eastern; Southeastern; Trains; Kent; London; Line; Wandsworth; Road; 2013; Passenger; Train; Electric; Multiple; Unit; 	A train is making its way down the tracks. 	A train one track away from a platform at a stop.	A man waiting for the next train to come.	A white train with a yellow front running on rails. 	A passenger train that is traveling down railroad tracks.	51.469842	-0.138112	United Kingdom	./database/coco_tag/323751.png	train; traffic light; traffic light; person; bench; person; traffic light; tie; train; 	./database/coco_key/323751.png	./database/coco_stuff/323751.png	bridge; fog; grass; gravel; house; light; metal; pavement; railroad; tree; other; 																																																			
http://flickr.com/photo.gne?id=8750190611_325720f243_z.jpg	http://farm6.staticflickr.com/5463/8750190611_325720f243_z.jpg	2013-05-05 14:31:15	2013-05-18	Train station, Barcode	Nuno Cardoso	Oslo, Norway		133	barcode; Oslo; photowalk; station; tracks; train; 	A steel truss bridge carries a roadway over a rail yard.	The white bridge stretches out over the horizon as the transport train travels below it.	A long bridge with cars has a train going underneath.	A very large bridge over lots of train tracks.	A car bridge going over a commuter train.	59.910308	10.760508	Norway	./database/coco_tag/14380.png	car; train; 	NULL	./database/coco_stuff/14380.png	bridge; building-other; clouds; gravel; hill; metal; pavement; plastic; platform; railroad; road; structural-other; tree; wall-concrete; other; 																																																			
http://flickr.com/photo.gne?id=8606428228_933c1303c5_z.jpg	http://farm9.staticflickr.com/8110/8606428228_933c1303c5_z.jpg	2013-03-19 10:13:21	2013-03-31	Checheng, Taiwan, China	FT	NULL		201	Train; Railway; Station; Hunan; Zhangjiajie; China; mountain; rocks; green; 	An orange train traveling along train tracks near a train yard.	Orange train engine pulling a train in a freight yard.	A train on the tracks near a train station 	a close up of a train on a track with trees in the background	A locomotive train that has train cars attached and parked on a set of train tracks.	25.025884	121.453857	Taiwan	./database/coco_tag/477623.png	train; 	NULL	./database/coco_stuff/477623.png	building-other; dirt; flower; metal; mountain; railroad; road; sky-other; tree; wall-stone; other; 																																																			
http://flickr.com/photo.gne?id=5118155104_e56d49876e_z.jpg	http://farm2.staticflickr.com/1340/5118155104_e56d49876e_z.jpg	2010-10-26 16:26:53	2010-10-26	Oct 26th - Parking meter	Øystein Alsaker	Bergen, Norway		247	autumn10project; 	A view of a street with some trees around it.	These are two currently unused city parking meters.	Two old street parking meters surrounded by weeds.	The parking meter stands unused next to the street.	A parking meter near the side of the road.	60.395137	5.314636	Norway	./database/coco_tag/458702.png	parking meter; car; parking meter; car; 	NULL	./database/coco_stuff/458702.png	building-other; metal; mountain; pavement; plant-other; tree; other; 																																																			
http://flickr.com/photo.gne?id=8196665872_54969ddafa_z.jpg	http://farm9.staticflickr.com/8481/8196665872_54969ddafa_z.jpg	2012-10-13 14:57:48	2012-11-18	GOC Tring 132: Cattle	Peter O'Connor aka anemoneprojectors	Stevenage, United Kingdom	Hertfordshire GOC's 13 October 2012 walk, starting and ending at Tring railway station and following the Grand Union Canal around Tring Reservoirs. I used a setting on my camera that I don't normally use in the hope the pictures would be better, but I think the quality is down on my usual so I won't be using that setting again!..I took lots of photos on this walk so please <a href="http://www.flickr.com/photos/anemoneprojectors/sets/72157631961484776/with/8166783001/">check out the other photos in the set</a>!	3641	Milk; Suckling; Z981; Animal; Bos; Bos primigenius; Bos primigenius taurus; Bovidae; Bovine; Cattle; Cow; Gay Outdoor Club; GOC; Tring; Hertfordshire; Mammal; Calf; Beef; 	A young calf drinks from its mother's udders	A mother cow with a young calf feeding in a grassy area.	a calf suckingling on a cows utters in grass	A baby cattle is being fed by its mother.	A brown calf drinking milk from its mother.	51.803988	-0.677053	United Kingdom	./database/coco_tag/133778.png	cow; cow; 	NULL	./database/coco_stuff/133778.png	fence; grass; other; 																																																			
http://flickr.com/photo.gne?id=8518410492_0ea0a0a810_z.jpg	http://farm9.staticflickr.com/8238/8518410492_0ea0a0a810_z.jpg	2013-02-28 16:57:28	2013-03-01	I can watch behind me!	Jean-Phi92	Paris, France		118	7D; Canon; Salon de l'agriculture; cow; Paris; Île-de-France; France; 	A black and white cow at market in her stall.	A black and white cow in a barn next to a man.	A farmer inspecting cattle at a livestock auction.	A cow licking its side in an enclosure	a dairy cow standing in a stall full of hay	48.828869	2.287966	France	./database/coco_tag/311392.png	person; person; person; cow; 	./database/coco_key/311392.png	./database/coco_stuff/311392.png	building-other; ceiling-other; clothes; fence; furniture-other; light; metal; paper; platform; straw; wall-concrete; other; 																																																			
http://flickr.com/photo.gne?id=140268688_947e2bcc96_z.jpg	http://farm1.staticflickr.com/48/140268688_947e2bcc96_z.jpg	2006-05-04 00:03:38	2006-05-04	An Infocat...	Nuno Cardoso	Oslo, Norway	Yup, the laptop is an excellent place to take a nap...	425	cat; xana; laptop; 	A brown and black cat laying on laptop next to a chair.	A cat is curled up next to a laptop computer.	A cat sleeping on the edge of a laptop computer. 	A cat curled up by the keyboard of a laptop.	Cat sleeping in front of a powered on laptop computer.	38.628856	-9.128651	Portugal	./database/coco_tag/78420.png	cat; chair; laptop; 	NULL	./database/coco_stuff/78420.png	curtain; floor-tile; furniture-other; metal; wall-concrete; other; 																																																			
http://flickr.com/photo.gne?id=5457144236_071ce23e18_z.jpg	http://farm6.staticflickr.com/5215/5457144236_071ce23e18_z.jpg	2010-12-03 00:57:24	2011-02-18	sudbury meadows	VandalPanda	NULL		78	sudbury; meadows; suffolk; cows; highland; cattle; nikon; D5000; 	A field with a bunch of cows grazing.	Cow graze in a field outside of a rural township.	several cows grazing in a grassy  open field.	A here of cattle grazing a field near trees.	Cows grazing a on a grass field next to forest.	52.033168	0.724325	United Kingdom	./database/coco_tag/224093.png	cow; cow; cow; cow; cow; cow; cow; 	NULL	./database/coco_stuff/224093.png	clouds; fence; grass; house; sky-other; tree; other; 																																																			
http://flickr.com/photo.gne?id=4639990283_c4a2364582_z.jpg	http://farm5.staticflickr.com/4057/4639990283_c4a2364582_z.jpg	2010-05-10 17:05:40	2010-05-26	Addo Elephants	Payam Torabi	NULL	And later, we had one within half a metre of our (self-driven) car! We had an amazing day in Addo, with many many Elephants, Buffalo, Springbok, Kudus, Ostriches and even a Rhino!	180	Safari; Road Trip; Addo; 	Two elephants are eating some leaves by the road.	There are two elephants standing in tall brush	two elephants standing in some bushes beside a trail 	Two elephants are facing each other on the side of a dirt road	Those elephants seem to be roaming in the wild.	-33.463334	25.811111	South Africa	./database/coco_tag/97230.png	elephant; elephant; 	NULL	./database/coco_stuff/97230.png	bush; clouds; sand; other; 																																																			
http://flickr.com/photo.gne?id=3486587156_7c835722b4_z.jpg	http://farm4.staticflickr.com/3416/3486587156_7c835722b4_z.jpg	2009-04-24 16:06:52	2009-04-29	Fishing Boat, Whitby Harbour, North Yorkshire,	Ian Britton	Gateshead, UK	Fishing Boat, Whitby Harbour, North Yorkshire,	3213	Fishing Boat; Whitby Harbour; North Yorkshire; boat; harbour; water; Whitby; United Kingdom; freefoto; ian britton; 	A red and white boat floating along a river.	A medium sized red boat going down a waterway.	Small red and white metal ship near a stone embankment.	A boat going through the water with a wall in back.	A red fishing boat moving through the water.	54.488186	-0.614562	United Kingdom	./database/coco_tag/330369.png	boat; person; bird; bird; 	./database/coco_key/330369.png	./database/coco_stuff/330369.png	building-other; sea; sky-other; other; 																																																			
http://flickr.com/photo.gne?id=461575322_4ce5c2f6b4_z.jpg	http://farm1.staticflickr.com/205/461575322_4ce5c2f6b4_z.jpg	2007-04-07 15:53:06	2007-04-16	The End of the Show	giorgio raffaelli	modena, Italia		718	frisbee; freestyle; paganello; paganello 2007; rimini; italy; angelo mancarella; ramon galliani; carlo perrone; shrednow; 	Three men celebrating some kind of personal victory.	There are a group of friends laughing together and licking out there tongue	Three men celebrating as they play a frisbee game.	Three men playing frisbee with a blue sky in background.	Three people are celebrating after winning a Frisbee game.	44.073608	12.578374	Italy	./database/coco_tag/533493.png	person; person; person; frisbee; 	./database/coco_key/533493.png	./database/coco_stuff/533493.png	clothes; sky-other; other; 																																																			
http://flickr.com/photo.gne?id=8392128987_e7b98a0936_z.jpg	http://farm9.staticflickr.com/8073/8392128987_e7b98a0936_z.jpg	2012-11-22 21:10:18	2013-01-18	Horse ride on the beach	Tristan Schmurr	Luxembourg, Luxembourg		3604	New Zealand; Northland; State Highway 12; Opononi; Aotearoa; beach; horse; rider; sea; 	Two equestrians riding their horses on the beach together.	THERE ARE TWO PEOPLE RIDING HORESES ON THE BEACH SHORE 	Two people riding horses on the beach with waves coming in across the rocks on the shoreline.	Two people riding horses along the ocean beach.	Two riders guide their horses along a rock strewn sandy beach.	-35.522992	173.388816	New Zealand	./database/coco_tag/214753.png	horse; person; person; horse; 	./database/coco_key/214753.png	./database/coco_stuff/214753.png	sand; sea; stone; other; 																																																			
http://flickr.com/photo.gne?id=4953441455_a1b9200a62_z.jpg	http://farm5.staticflickr.com/4104/4953441455_a1b9200a62_z.jpg	2010-08-30 15:51:36	2010-09-03	Horses 1 & 2	Peter O'Connor aka anemoneprojectors	Stevenage, United Kingdom	These horses just... stood there. They didn't seen happy to see me, they didn't even move. It was a bit sad. But their noses were SO ******* SOFT!!!!!!!..30 August 2010.	6405	Horse; Hertfordshire; Letchworth; Letchworth Garden City; Equus ferus caballus; Equus ferus; Equus; Equine; Mammal; Animal; 	a couple of horse that are next to a fence	Two horses stand by a wire framed fence.	Two horses stand and look out beyond a fence.	Two horses standing behind a wire fence on the grass.	there are two horses standing behind a fence 	51.99793	-0.200803	United Kingdom	./database/coco_tag/118209.png	horse; horse; 	NULL	./database/coco_stuff/118209.png	fence; grass; sky-other; tree; other; 																																																			
http://flickr.com/photo.gne?id=3682341767_51b97e44e6_z.jpg	http://farm4.staticflickr.com/3576/3682341767_51b97e44e6_z.jpg	2009-06-30 13:16:09	2009-07-02	Horse	Peter O'Connor aka anemoneprojectors	Stevenage, United Kingdom	Horse <i>Equus ferus caballus</i>	2971	Horse; Equus ferus caballus; Equus; ferus; Equus ferus; Farm; Stevenage; Hertfordshire; Equine; 	A brown horse laying in a field of lush vegetation.	A horse is laying down in a field.	A horse laying down on top of a lush green field.	A horse laying in a field enjoying the sun. 	a dark horse laying on the ground by some grass 	51.916966	-0.214952	United Kingdom	./database/coco_tag/529105.png	horse; 	NULL	./database/coco_stuff/529105.png	bush; grass; other; 																																																			
http://flickr.com/photo.gne?id=6892325386_145a03efa0_z.jpg	http://farm8.staticflickr.com/7199/6892325386_145a03efa0_z.jpg	2012-04-01 12:48:37	2012-04-02	Jack Shanahan Park Skaters - Kaspar	Threthny	Sydney, Australia		65	Jack Shanahan Park; Dulwich Hill; Sydney; Skating; skateboard; park; 	A young man riding a skateboard down the side of a ramp.	A man doing a trick on roller-skates in a skate park.	A skateboarder performing a jump off the side of a ramp.	a man wearing roller skates doing a jump on the side of a wall 	The man in the helmet is jumping while wearing roller skates. 	-33.9097	151.139227	Australia	./database/coco_tag/18519.png	person; 	./database/coco_key/18519.png	./database/coco_stuff/18519.png	clothes; grass; house; metal; pavement; stone; tree; other; 																																																			
http://flickr.com/photo.gne?id=350378980_e04c25fce1_z.jpg	http://farm1.staticflickr.com/130/350378980_e04c25fce1_z.jpg	2007-01-06 11:49:01	2007-01-08	Kaspar Slalom	Dirk Schuster	Trier, Germany	Dieses wunderprächtige Bild wurde vom Tobi gemacht. Sollte man dazu sagen.	842	Snowboard; Snowboarden; Südtirol; Speikboden; Klausberg; Dirk; Tobi; Andy; Kaspar; Pauder; Schnee; Ski; Berg; Alpen; 	A snowboarder sailing down a snowy hillside on a mountain.	A man on a snowboard in the snow.	A man riding a snowboard down a ski slope.	A man is snowboarding past blue markers on a mountain.	A man snow boarding in the snow on a slope. 	46.934792	11.910037	Italy	./database/coco_tag/350405.png	snowboard; person; person; 	./database/coco_key/350405.png	./database/coco_stuff/350405.png	clouds; mountain; sky-other; snow; other; 																																																			
