LINK	ORIGINAL	TAKEN	UPLOADED	TITLE	PHOTOGRAPHER	PHOTOGRAPHERLAT	PHOTOGRAPHERLON	PHOTOGRAPHERLOC	DESC	VIEWS	TAG	COCODESC1	COCODESC2	COCODESC3	COCODESC4	COCODESC5	LATITUDE	LONGITUDE	COUNTRY	CITY	COCOTAG	COCOTAGDESC	COCOKEY	COCOSTUFF	STUFFDESC	AA	AB	AC	AD	AE	AF	AG	AH	AI	AJ	AK	AL	AM	AN	AO	AP	AQ	AR	AS	AT	AU	AV	AW	AX	AY	AZ	BA	BB	BC	BD	BE	BF
http://flickr.com/photo.gne?id=6051424755_56fac6da2b_z.jpg	http://farm7.staticflickr.com/6191/6051424755_56fac6da2b_z.jpg	2011-08-14 16:26:51	2011-08-17	The Canadian Snowbirds	BigA888	49.1913033	-122.8491439	Surrey,Canada	Abbotsford International Airshow 2011	263	abbotsford bc; abbotsford international airshow 2011; airplanes; airshow; planes; smoke; stunts; 	An airplane leaving a trail in the sky.	A plane flying straight up and high in the sky leaves a tail of smoke.	An airplane leaves a contrail in the air.	A plane accelerating through the sky leaving a tail. 	A plane flying in the sky with a trail of white smoke behind it.	49.027809	-122.377209	Canada	Abbotsford	./database/coco_tag/485802.png	airplane; 	NULL	./database/coco_stuff/485802.png	clouds; other; 																																
http://flickr.com/photo.gne?id=5162745508_9bc949f49f_z.jpg	http://farm5.staticflickr.com/4033/5162745508_9bc949f49f_z.jpg	2010-10-22 15:28:15	2010-11-09	Barcelona. Airport. Catalonia. Spain	Tomás Fano	NULL	NULL	NULL	NULL	501	El; Prat; Barcelona.; Airport.; Catalonia.; Spain; España; Cataluña; Tomas; Fano; Aeropuerto; Egyptair; Vueling; airplane; plane; avión; 	some planes on an air port run way	A large jet airplane sitting on a tarmac at an airport.	An airplane parked at the runway is being serviced by workers.	An airplane being prepped for flight, as another plane passes by.	An airplane is at an airport with yellow hoses by it.	41.295735	2.082252	Spain	El Prat de Llobregat	./database/coco_tag/99054.png	airplane; airplane; person; person; person; truck; 	./database/coco_key/99054.png	./database/coco_stuff/99054.png	building-other; grass; house; metal; mountain; pavement; road; sky-other; textile-other; other; 																																
http://flickr.com/photo.gne?id=2433551221_57bb9fc305_z.jpg	http://farm3.staticflickr.com/2132/2433551221_57bb9fc305_z.jpg	2008-04-18 13:56:53	2008-04-22	Street sign in Reykjavík	Terekhova	51.5073219	-0.1276474	London,United Kingdom	NULL	200	iceland; mum; rebecca; holiday; april; 2008; reykjavik; roadsign; 	A street sign with six different locations on it.	Street markers pointing to different locations in front of a few stores.	A street sign sitting on the side of a road.	Street signs going in every direction in front of a yellow building.	Number of street signs in front of a big building.	64.149176	-21.939697	Iceland	Reykjavik	./database/coco_tag/448810.png	person; 	./database/coco_key/448810.png	./database/coco_stuff/448810.png	banner; building-other; metal; window-other; other; 																																
http://flickr.com/photo.gne?id=498586690_f32f59e75e_z.jpg	http://farm1.staticflickr.com/197/498586690_f32f59e75e_z.jpg	2007-05-15 00:22:44	2007-05-14	Day 8 - leaving	Balint Hamvas	51.5073219	-0.1276474	London,United Kingdom	Obviously, we are both really sad, that we'll be separated for a couple days. Thus my left hand must be torn into small pieces - or at least she must have given it a shot. Inflicting damage on my suitcase is just added bonus.	269	cat; Csabi; day8; 365days; 	An hand pets a cat in a suitcase.  	a black puppy playing with a hand as it stands in a black suitcase	The person has a bag and some magazines laying on the table.	a man pets a cat over a bag 	A person's hand is wrapped around the head of a puppy.	47.536065	19.036817	Hungary	Budapest	./database/coco_tag/375278.png	cat; person; book; book; dog; suitcase; 	./database/coco_key/375278.png	./database/coco_stuff/375278.png	door-stuff; floor-other; paper; plastic; textile-other; wall-concrete; other; 																																
http://flickr.com/photo.gne?id=9037266398_f900b77f14_z.jpg	http://farm4.staticflickr.com/3750/9037266398_f900b77f14_z.jpg	2013-06-13 21:47:38	2013-06-13	Sir Mewton watching the Secret Life of Cats	Kevin Anderson	41.5051613	-81.6934446	Cleveland,USA	He was sitting right up close to the TV and occasionally swatting at the kitties on the tele.	270	Cat; Mewton; 	A cat sitting in front of a large computer monitor.	A kitten is trying to interact with a kitten that is on television.	A cat curiously looks at a photo of a cat on a computer screen	A cat looking at another cat on the television.	A cat sitting in front of a monitor that is displaying a picture of another cat.	51.313588	-0.556631	United Kingdom	Woking	./database/coco_tag/131131.png	tv; cat; 	NULL	./database/coco_stuff/131131.png	curtain; desk-stuff; wall-concrete; other; 																																
http://flickr.com/photo.gne?id=9037256278_f2b53342df_z.jpg	http://farm6.staticflickr.com/5446/9037256278_f2b53342df_z.jpg	2013-06-13 21:45:37	2013-06-13	Sir Mewton watching the Secret Life of Cats	Kevin Anderson	41.5051613	-81.6934446	Cleveland,USA	He was sitting right up close to the TV and occasionally swatting at the kitties on the tele.	205	Cat; Mewton; 	A cat curiously looking sideways at a television.	A cat that is looking at a television screen.	A little cat is sitting on the table and watching TV.	A large black and beige cat stands near a television.	A cat sits in front of a TV and watches.	51.313805	-0.556623	United Kingdom	Woking	./database/coco_tag/98839.png	tv; cat; bowl; 	NULL	./database/coco_stuff/98839.png	curtain; table; wall-concrete; other; 																																
http://flickr.com/photo.gne?id=5922506927_b60c053513_z.jpg	http://farm7.staticflickr.com/6135/5922506927_b60c053513_z.jpg	2011-07-09 14:08:03	2011-07-10	Cows	Reading Tom	51.456659	-0.9696512	Reading, United Kingdom	NULL	257	South West Coast Path; Cows; 	Cattle lie in the grass to chew their cud.	Several cows lying down in  a field of grass	Brown cows laying down in a field of grass. 	A heard of cows with yellow tags on their ears in a field of grass.	a herd of cows lay down on some grass 	50.685229	-3.180928	United Kingdom	Weston	./database/coco_tag/402992.png	cow; cow; cow; cow; cow; cow; cow; cow; cow; cow; 	NULL	./database/coco_stuff/402992.png	bush; grass; other; 																																
http://flickr.com/photo.gne?id=5314870798_c4e569905c_z.jpg	http://farm6.staticflickr.com/5085/5314870798_c4e569905c_z.jpg	2011-01-01 15:32:49	2011-01-02	Bear & Raccoon	Kevin Harber	NULL	NULL	NULL	A pair of stuffed animal friends share a chair in the Eastern Market section of Washington, DC.	235	washington; dc; eastern market; stuffed animal; teddy; bear; raccoon; chair; dcist; 	A teddy bear and a stuffed raccoon sitting on a faded wooden outdoor chair.	Two stuffed teddy bears sitting on a wooden chair in a yard.	Two stuffed animals are sitting on a broken wooden chair.	Two stuffed animals in a wooden outdoor chair.	Two little bears sitting on a weathered wood chair.	38.886356	-76.996307	United States	Washington	./database/coco_tag/82180.png	chair; teddy bear; teddy bear; 	NULL	./database/coco_stuff/82180.png	ground-other; other; 																																
http://flickr.com/photo.gne?id=8603855827_320e7fbb3c_z.jpg	http://farm9.staticflickr.com/8538/8603855827_320e7fbb3c_z.jpg	2013-03-30 12:05:57	2013-03-31	Zebra	Brad Greenlee	47.5766324	-122.2276378	Mercer Island,USA	Woodland Park Zoo	507		a zebra grazes on some green grass next to some trees 	A zebra grazes in a field adjacent to trees. 	a zebra grazing on some grass beside the woods	A zebra out and about eating some grass	A zebra eating grass in a grassy yard	47.669751	-122.350788	United States	Seattle	./database/coco_tag/552902.png	zebra; 	NULL	./database/coco_stuff/552902.png	dirt; grass; tree; other; 																																
http://flickr.com/photo.gne?id=2558926055_a70c30402a_z.jpg	http://farm4.staticflickr.com/3033/2558926055_a70c30402a_z.jpg	2008-06-07 12:36:24	2008-06-07	The Chase	Kevin Harber	NULL	NULL	NULL	Chewie, my friends' miniature Australian shepherd, at the Jennie Dean dog park in the Shirlington section of Arlington, Virginia.	498	dog; park; mini; miniature; Australian; Aussie; shepherd; Jennie Dean; Shirlington; Arlington; Virginia; VA; 	Two brown and white dogs running in a park. 	Two dogs, on wearing something heavy around its neck, run over the ground.	Two dogs running across patchy grass; one chasing the other.	two brown dogs walking in the field with their mouth open	Two dogs running and playing in the sun.	38.843952	-77.091257	United States	Arlington	./database/coco_tag/125405.png	dog; dog; frisbee; 	NULL	./database/coco_stuff/125405.png	dirt; other; 																																
http://flickr.com/photo.gne?id=3220370785_d1a772ca65_z.jpg	http://farm4.staticflickr.com/3411/3220370785_d1a772ca65_z.jpg	2009-01-23 13:52:20	2009-01-23	Comfort Food III - The Finished Product	Kevin Harber	NULL	NULL	NULL	All ready for consumption.	195	tomato; soup; grilled; cheese; sandwich; comfort food; 	A plate holding a grilled cheese sandwich and bowl of soup.	A bowl of tomato soup is next to grilled cheese.	a plate with a bowl of  tomato soup and two halves of a grilled cheese sandwich.	A bowl of tomato soup and two pieces of grilled cheese.	a bowl of tomato soup with two grilled cheese sandwiches on a plate 	38.858098	-77.053985	United States	Arlington	./database/coco_tag/88269.png	sandwich; sandwich; spoon; bowl; 	NULL	./database/coco_stuff/88269.png	cabinet; counter; food-other; furniture-other; napkin; other; 																																
http://flickr.com/photo.gne?id=241570001_7d3c78b644_z.jpg	http://farm1.staticflickr.com/84/241570001_7d3c78b644_z.jpg	2006-09-12 08:20:31	2006-09-12	Edith Abeyta bedroom area	Marshall Astor - Food Fetishist	NULL	NULL	NULL	The bedroom area of Edith's &quot;Hollywood Sci Fi Garbage Heap&quot;.  Clothing by Sue Bamford and Allyson Shaw is visible in the shot.	2233	Contemplating Apocalypse; apocalypse; art; Brewery; Brewery Project; The Brewery; clothing; bed; bedroom; Edith Abeyta; corset; plastic; 	A bed in a ten with a colorful ceiling.	a black shirt on a hanger blue curtains a bed and pillow	Child's bed and colorful quilt surrounded by blue plastic walls.	A makeshift bedroom is decorated in plastic and cardboard.	a bed surrounded with plastic for walls and ceiling 	34.063632	-118.216978	United States	Los Angeles	./database/coco_tag/193494.png	bed; 	NULL	./database/coco_stuff/193494.png	clothes; curtain; floor-other; plastic; other; 																																
http://flickr.com/photo.gne?id=21021041_43564e03cc_z.jpg	http://farm1.staticflickr.com/16/21021041_43564e03cc_z.jpg	2005-06-18 00:00:11	2005-06-23	heel!	waterlilysage	39.9125995	-75.1667902852301	Philadelphia,USA	truly, 99 cent kites have their limitations. two additional kites were bought in the course of two days. most satisfactory in the end.	370	june; 2005; sea isle city; beach; i love long weekends; summer; sand; shore; thumbrings; kite; water shoes; 	A man holding a kite on a beach during the day.	A man on a beach trying to launch a kite. 	a man stands on a beach next to some water 	A man standing at the edge of a beach holding up his hand.	A man that is standing in the sand.	39.272663	-74.594421	United States	Ocean City	./database/coco_tag/50326.png	person; kite; chair; 	./database/coco_key/50326.png	./database/coco_stuff/50326.png	clouds; sand; sea; other; 																																
http://flickr.com/photo.gne?id=4037677376_1f1f4cddb0_z.jpg	http://farm3.staticflickr.com/2621/4037677376_1f1f4cddb0_z.jpg	2009-10-13 14:32:07	2009-10-23	Teddy boot close up	Ambernectar 13	51.7345436	0.4724544	Chelmsford,United Kingdom	teddy bear sitting on a boot in The James Hotel..<a href="http://www.jameshotels.com/" rel="noreferrer nofollow">www.jameshotels.com/</a>	486	Tuesday; morning; October; 2009; vacation; USA; teddy bear; teddy; bear; steiff; boot; mordern art; The James Hotel; forgot to change the timezone; lobby; hotel; Chicago; Illinois; America; holiday; 	A teddy bear is placed on a metallic sculpture.	a teddy bear sitting on some kind of seat.	a brown teddy bear sitting on an odd looking chair	A stuffed teddy bear sitting on a metal sculpture	A large metal chair with a brown teddy bear in it.	41.893312	-87.625998	United States	Chicago	./database/coco_tag/205542.png	teddy bear; 	NULL	./database/coco_stuff/205542.png	floor-other; metal; plant-other; wall-concrete; other; 																																
http://flickr.com/photo.gne?id=2132700001_25c323a686_z.jpg	http://farm3.staticflickr.com/2093/2132700001_25c323a686_z.jpg	2007-12-22 14:32:37	2007-12-24	Tea Rooms	Dave Pearson	55.953346	-3.1883739	Edinburgh,United Kingdom	Sign for the Teddy Bear Tea Rooms on Stonegate, York.	143	England; Yorkshire; North Yorkshire; York; Sign; People; Street; 	A sign with teddy bears on it is advertising a tea room.	A fold out sign sitting on a rainy sidewalk.	A sign on a sidewalk has a teddy bear on it.	a sign with teddy bears and some people walking on a wet street	A person walking down a street past a teddy bear sign.	53.960794	-1.083655	United Kingdom	York	./database/coco_tag/162035.png	person; teddy bear; person; person; teddy bear; 	./database/coco_key/162035.png	./database/coco_stuff/162035.png	clothes; metal; pavement; wood; other; 																																
http://flickr.com/photo.gne?id=7377647736_5e32424fc3_z.jpg	http://farm8.staticflickr.com/7233/7377647736_5e32424fc3_z.jpg	2012-06-15 21:01:56	2012-06-16	Cubs get the out before 7th Inning stretch	spablab	41.8755616	-87.6244212	Chicago,USA	NULL	571	Chicago Cubs; Boston Red Sox; major league baseball; MLB; interleague; games; play; Wrigley; Field; Chicago; Game 1; 3-0; video; 	A man holding a baseball bat while standing on a baseball field.	a blurry photo of a baseball player holding a bat 	Blurry shot of batter and catcher in game of baseball.	A MAN IS HOLDING A BASE BALL BAT STANDING AT THE DIRT	a baseball player standing on a field holding a bat	41.948016	-87.655663	United States	Chicago	./database/coco_tag/182021.png	baseball bat; baseball glove; person; person; person; 	./database/coco_key/182021.png	./database/coco_stuff/182021.png	clothes; grass; playingfield; other; 																																
http://flickr.com/photo.gne?id=4294796626_17358688cb_z.jpg	http://farm5.staticflickr.com/4005/4294796626_17358688cb_z.jpg	2010-01-21 21:30:44	2010-01-22	Jodi's BSOD	Demetri Mouratis	37.3893889	-122.0832101	Mountain View,USA	Automatically uploaded with my <a href="http://www.eye.fi/cards/pro.html" rel="noreferrer nofollow">Eye-Fi Pro</a> card.	355	Eye-Fi; d90; nikon; pro; Mountain View; California; United States; laptop; printer; table; office; desk; camera; box; paper; 	A laptop computer sitting on top of a white desk.	A black laptop at a desk with a printer.	A laptop computer is displaying a screen with words.	A laptop seems to have the infamous "blue screen of death" on the desk. 	A computer sits on a desk by a printer.	37.39727	-122.072502	United States	Mountain View	./database/coco_tag/63602.png	laptop; cup; book; book; book; book; book; book; 	NULL	./database/coco_stuff/63602.png	cardboard; desk-stuff; floor-other; furniture-other; paper; plastic; shelf; textile-other; wall-concrete; wall-wood; other; 																																
http://flickr.com/photo.gne?id=3794113704_1ca0f3d3a2_z.jpg	http://farm3.staticflickr.com/2656/3794113704_1ca0f3d3a2_z.jpg	2009-08-05 21:40:37	2009-08-06	Day 301/365 - I Have Been Assimilated	Kevin Harber	NULL	NULL	NULL	&quot;O frabjous day! Callooh! Callay! He chortled in his joy.&quot;..My iPhone came in the mail today!  Serendipitously, I spent the afternoon on the internet researching various lists of the top iPhone apps and then when I got home, there was my new toy!..Recently I decided it was time I got myself a smartphone.  I don't really talk on my phone that much.  Mostly I use it for going on the internet, texting, and playing games, so smartphones would seem to be perfect for me.  I've been a T-Mobile customer for the past 7 years and I would've gotten a model they offered, but they decided I wasn't eligible for an upgrade discount and were going to charge me $399 for their smartphone.  Hmmm, let's see.... I could stick with T-Mobile and pay $399 for their smartphone, or I could switch to AT&amp;T and get an iPhone for $99... okay then, AT&amp;T it is!  Brilliant business model, T-Mobile...Now if I can just get the activation to kick in on my iPhone I'll be able to play around with it.  ..(August 5, 2009)..P.S. - thanks to Brian for giving me the idea for the title.	5213	iphone; apple; phone; mobile; cellular; smart; smartphone; hand; cell; Project365; 365; August 5, 2009; 	A hand holding a smart phone with apps on a screen.	A person's hand holding up an active smartphone.	A hand holds an iPhone displaying various applications. 	The hand is holding an iPhone for the picture.	a left hand holding onto a black smart ohone	38.858503	-77.054613	United States	Arlington	./database/coco_tag/450686.png	cell phone; person; 	./database/coco_key/450686.png	./database/coco_stuff/450686.png	wall-concrete; other; 																																
http://flickr.com/photo.gne?id=3715883304_5de874dc13_z.jpg	http://farm3.staticflickr.com/2672/3715883304_5de874dc13_z.jpg	2009-07-13 00:46:02	2009-07-13	For Sale: Mirror	johnwilliamsphd	34.0536909	-118.2427666	Los Angeles,USA	I took this to send to my mom, who I thought might want this mirror. It's from some long-lost mid-century vanity.	236	iPhone; cameraphone; sudobility; photolab; new york; southern tier; upstate; broome county; binghamton; self-portrait; mirror; cell phone; iphoneography; johnwilliamsphd; “John; Williams; PhD”; “; copyright; John; C.; Williams”; John C. Williams; 	A man in green shirt with cellphone reflecting in a mirror.	a man sitting in a room taking a selfie in a mirror 	A man sitting cross legged in front of a mirror on the floor taking a self portrait 	The man is meditating in front of the mirror.	A man sitting on the floor taking a picture of himself in a mirror.	42.097122	-75.932687	United States	Binghamton	./database/coco_tag/5060.png	cell phone; person; 	./database/coco_key/5060.png	./database/coco_stuff/5060.png	cabinet; ceiling-other; floor-wood; furniture-other; metal; mirror-stuff; rug; wall-concrete; other; 																																
http://flickr.com/photo.gne?id=4576146035_bc06423687_z.jpg	http://farm5.staticflickr.com/4001/4576146035_bc06423687_z.jpg	2010-05-04 07:58:00	2010-05-04	Post pagi2 hari	Faizal Rahman	5.4065013	100.2559077	George Town,Malaysia	Teddy bear dan doll Nemo ni ditinggalkan di pondok wakaf yg dkt dgn.rumah aku. Dah 3 hari dia ditinggalkan di situ. Telahan aku, mungkin.ada student yg baru putus cinta dan doll2 tu dihadiahkan oleh bekas.pakwe dia. Mungkin betul atau mungkin tidak. Korang mcm ni jugakkan.kalau putus cinta?	108	email; 	there are two stuffed animals on a wooden bench	A teddy bear sitting with a Finding Nemo stuffed animal on a bench.	A stuffed teddy bear and memo sitting on a bunch.	A teddy bear is next to a goldfish toy.	A teddy bear and a stuffed fish set next to each other.	5.356166	100.2905	Malaysia	Georgetown	./database/coco_tag/322844.png	bench; teddy bear; 	NULL	./database/coco_stuff/322844.png	building-other; grass; textile-other; wood; other; 																																
http://flickr.com/photo.gne?id=198408006_ab4ba7daf4_z.jpg	http://farm1.staticflickr.com/65/198408006_ab4ba7daf4_z.jpg	2006-07-20 21:40:34	2006-07-25	becca	Luke Montague	NULL	NULL	NULL	and her huge pizza	252	italy; summer; pizza ok; milan; milano; pizza; friends; people; 	a woman poses in front of a giant pizza	A woman poses on front of a large pizza	A woman holding a knife and fork over a giant pizza.	a lady using a knife and fork to cut a pizza	The woman has a knife and fork for eating the big pizza.	45.484687	9.181823	Italy	Milan	./database/coco_tag/458992.png	person; fork; knife; pizza; 	./database/coco_key/458992.png	./database/coco_stuff/458992.png	clothes; furniture-other; metal; table; wall-concrete; other; 																																
http://flickr.com/photo.gne?id=6180130159_ae0bf83d72_z.jpg	http://farm7.staticflickr.com/6167/6180130159_ae0bf83d72_z.jpg	2011-07-16 13:20:50	2011-09-25	USS Missouri - Kitchen	Daniel Ramirez	21.3250785	-157.846644178573	Honolulu,United States of America (Middle Hawai'ian Islands territorial waters)	NULL	480	oahu; honolulu; uss missouri; pearl harbor; battleship missouri; 	Kitchen utensils and appliances have been left unattended	a work room that looks like a dry cleaners 	The cramped interior of a passenger ship's kitchen.	A room with a bunch of stainless steel items and other accessories.	A clean industrial kitchen with no one in it	21.362142	-157.953615	United States	Aiea	./database/coco_tag/78266.png	refrigerator; apple; orange; sink; knife; knife; knife; knife; knife; knife; bowl; bowl; carrot; carrot; carrot; 	NULL	./database/coco_stuff/78266.png	cabinet; cardboard; carpet; ceiling-other; fruit; furniture-other; light; metal; plastic; textile-other; wall-other; other; 																																
http://flickr.com/photo.gne?id=473782444_8ec11ec7b3_z.jpg	http://farm1.staticflickr.com/168/473782444_8ec11ec7b3_z.jpg	2007-04-22 10:26:30	2007-04-26	The red bicycle	Kat...	NULL	NULL	NULL	NULL	13239	barcelona; barcelone; spain; espagne; porte; door; bicyclette; vélo; bicycle; AnAwesomeShot; bestofr; defi-defi-ouiner; bike; 3w; 	A red and white bicycle next to a building and door.	A red bicycle leaned against a red stucco building with a graffiti covered door. 	A bike leaning against the side of a building.	Bicycle chained to a building with graffiti on the door.	A red bike is parked outside of a barred window.	41.380535	2.167782	Spain	Barcelona	./database/coco_tag/203317.png	bicycle; 	NULL	./database/coco_stuff/203317.png	door-stuff; pavement; wall-concrete; window-blind; other; 																																
http://flickr.com/photo.gne?id=4395778587_9b92f76b94_z.jpg	http://farm5.staticflickr.com/4020/4395778587_9b92f76b94_z.jpg	2009-07-02 18:05:09	2010-02-28	Everbody loves a good burger.	a grimz	NULL	NULL	NULL	NULL	185	food; birds; sparrow; housesparrow; summer; bergen; hamburger; burger; meal; eat; meat; bird; ketchup; restaurant; 	Two birds preparing to eat food off of a plate that was left on a table outside by the ocean.	A plate topped with bread, greens and pasta and a bird.	there are two birds standing on the plate of food	A bird attempting to bite a piece of sandwich bread.	This is two birds pecking at the remnants of a burger at an outdoor restaurant.	60.396155	5.307641	Norway	Bergen	./database/coco_tag/210032.png	bird; person; bird; fork; knife; person; cup; cup; cup; sandwich; dining table; person; chair; chair; person; 	./database/coco_key/210032.png	./database/coco_stuff/210032.png	building-other; clothes; dirt; food-other; mountain; railing; sea; sky-other; table; other; 																																
http://flickr.com/photo.gne?id=3646822527_5e0550ba07_z.jpg	http://farm4.staticflickr.com/3377/3646822527_5e0550ba07_z.jpg	2009-06-05 16:20:02	2009-06-21	DSC_6150_edited2	Romain	50.6305089	3.0706414	Lille,France	Barra airport, Scotland..The &quot;tarmac&quot; is white sand, the airport is subject to tides.	198	Scotland; Barra; airport; sand; beach; airplane; 	An airplane with wheels wheels barely off ground tilted slightly upward from the pavement to the blue sky.	A small plane is taking off from a sandy beach	A white airplane is driving down the runway.	Small plane inches above flat surface near water.	A small plane on the sand near a beach.	57.027933	-7.44461	United Kingdom	Eoligarry	./database/coco_tag/488270.png	airplane; 	NULL	./database/coco_stuff/488270.png	hill; sand; sea; sky-other; other; 																																
http://flickr.com/photo.gne?id=200947323_e66269f9c6_z.jpg	http://farm1.staticflickr.com/73/200947323_e66269f9c6_z.jpg	2006-07-29 02:21:29	2006-07-29	me and rach	Luke Montague	NULL	NULL	NULL	we're well emo with our toothbrushes etc	233	max's; party; gisburn; friends; people; 	A man and a woman standing in front of a mirror.	A guy and a girl looking into the bathroom mirror taking a selfie photo with toothbrushes in their mouths.	A guy and a pretty girl taking a picture in the mirror.	A couple taking a photo of themselves cleaning their teeth	A man and woman brushing their teeth and taking a selfie photo with a camera in a bathroom mirror.	53.941841	-2.252197	United Kingdom	Gisburn	./database/coco_tag/164602.png	toothbrush; toothbrush; person; sink; sink; person; 	./database/coco_key/164602.png	./database/coco_stuff/164602.png	mirror-stuff; wall-tile; wood; other; 																																
http://flickr.com/photo.gne?id=4681815918_22d33d6556_z.jpg	http://farm5.staticflickr.com/4070/4681815918_22d33d6556_z.jpg	2009-07-19 16:55:11	2010-06-08	DSC01985a	Rick Burtzel	44.9055181	-93.7474636	St. Bonifacius,USA	NULL	235	minnesota; amateur; baseball; cold; spring; springers; field; park; dugout; gloves; hats; shadows; benches; sitting; gear; fence; red; maroon; cardinal; bats; bucket; spikes; pants; jerseys; brian; skluzacek; 	A group of guys in  a dugout with their gear 	A group of baseball players sit with their gear in the dugout.	Some baseball players sitting in a dugout watching a game	A dug out filled with baseball players next to baseball equipment.	Many caps and gloves sit in front of the players in a baseball dugout.	45.453952	-94.435826	United States	Cold Spring	./database/coco_tag/126226.png	person; person; person; baseball bat; baseball bat; baseball bat; baseball bat; baseball glove; baseball glove; baseball glove; baseball glove; person; person; baseball bat; baseball bat; baseball bat; baseball bat; baseball bat; baseball glove; baseball glove; baseball glove; person; 	./database/coco_key/126226.png	./database/coco_stuff/126226.png	clothes; fence; metal; pavement; plastic; playingfield; sand; wall-concrete; wall-other; other; 																																
http://flickr.com/photo.gne?id=9683835627_634705b4c4_z.jpg	http://farm4.staticflickr.com/3772/9683835627_634705b4c4_z.jpg	2013-07-28 18:28:37	2013-09-06	Waiting for the train	Vasile Cotovanu	47.3769434	8.5414061	Zurich,Switzerland	Zug	523	zug; sbb; train; deuter; kid comfort; 	A woman and a small child watch a train as it passes.	A woman and baby at a train platform.	A woman standing on the side walk with her child.	woman standing with backpacks on platform with train 	A woman and baby are waiting for the train	47.173252	8.514363	Switzerland	Zug	./database/coco_tag/253835.png	train; person; person; traffic light; traffic light; backpack; backpack; clock; bottle; 	./database/coco_key/253835.png	./database/coco_stuff/253835.png	clouds; house; metal; pavement; railroad; tree; other; 																																
http://flickr.com/photo.gne?id=5057922539_44be49d73a_z.jpg	http://farm5.staticflickr.com/4127/5057922539_44be49d73a_z.jpg	2010-09-07 14:22:28	2010-10-06	Muang Khua: boat over the river	@felixtriller	50.938361	6.959974	Cologne,Germany	NULL	458	southeastasia; backpacking; 2010; laos; muang khua; public transportation; boat; 	Several people are standing outside a large boat. 	People are standing on a dock with their baggage.	A group of people standing around a boat on a river.	some people and a long thin boat water and houses	A group of people are gathering with bags near a boat.	14.114166	105.855666	Laos	Muang Khong	./database/coco_tag/511599.png	boat; boat; boat; person; person; person; person; person; person; person; boat; person; person; truck; backpack; handbag; backpack; person; suitcase; suitcase; suitcase; person; boat; 	./database/coco_key/511599.png	./database/coco_stuff/511599.png	bush; dirt; ground-other; house; pavement; platform; river; sand; stairs; textile-other; tree; other; 																																
http://flickr.com/photo.gne?id=8507587656_50c2245b38_z.jpg	http://farm9.staticflickr.com/8509/8507587656_50c2245b38_z.jpg	2012-07-12 11:21:42	2013-02-25	2012-07-12-11h21m42	Byron Howes	35.9101438	-79.0752895	Carrboro, USA	Fierce Gouda cows at the Hoogerwaard  Cheese Farm	162	Netherlands; Gouda; 	All of the cows are poking their heads out, eating some hay. 	A group of cows in a fenced in area.	there are many cows that are in this barn	Penned cows eating hay in indoor facility area.	A dairy cow sticking its tongue out from inside its stall.	51.969072	4.648	Netherlands	Klein Hitland	./database/coco_tag/137576.png	cow; cow; cow; cow; cow; cow; cow; cow; cow; 	NULL	./database/coco_stuff/137576.png	cage; ceiling-other; metal; pavement; straw; wall-brick; wall-other; wood; other; 																																
http://flickr.com/photo.gne?id=5276168929_d4bab749b2_z.jpg	http://farm6.staticflickr.com/5281/5276168929_d4bab749b2_z.jpg	2010-12-11 13:29:28	2010-12-20	Tubby Smith and his Gophers squad	Rick Burtzel	44.9055181	-93.7474636	St. Bonifacius,USA	NULL	410	minnesota; golden gophers; ncaa; basketball; college; d1; williams arena; minneapolis; dinkytown; university; eastern kentucky; colonels; december 11th; 2010; 12/11/10; tubby smith; blake hoffarber; devoe joseph; rodney williams; ralph sampson; coach; tie; clapping; timeout; eastern; kentucky; golden; gophers; williams; arena; december; 11th; barn; 	Basketball players walking on court with coach in wearing dark suit.	A basketball couch walking with his team on a court.	A group of basketball players walking on the court	basketball players walking across a court with their coach 	THERE IS A GAME A BASKETBALL GAME GOING ON	44.977094	-93.228349	United States	Minneapolis	./database/coco_tag/558114.png	tie; laptop; person; person; person; person; person; person; person; person; person; person; person; chair; person; cup; person; person; 	./database/coco_key/558114.png	./database/coco_stuff/558114.png	clothes; net; playingfield; stairs; other; 																																
http://flickr.com/photo.gne?id=6918177128_2f33d14e67_z.jpg	http://farm6.staticflickr.com/5350/6918177128_2f33d14e67_z.jpg	2012-03-20 12:19:42	2012-04-10	Bear in a basket	Valerie	NULL	NULL	NULL	The good people at Milwaukee County Zoo found a creative way for the bears to find shade. They built a roofed structure and made them a hammock out of fire hoses..My <a href="http://www.flickr.com/photos/ucumari/7056475113/in/photostream/">basket</a> was finally filled!	3484	Brown bear; Ursus; arctos; Milwaukee; Zoo; Wisconsin; March; 2012; fire hose; DSC_7592; ucumari photography; County; oso; 	A bear laying in a canvas type net	A big brown bear asleep in a hammock.	a brown bear is lying asleep in a hammock	A bear sleeps in a hammock made of heavy canvas.	A large bear laying down on a leather hammock.	43.032509	-88.042201	United States	Milwaukee	./database/coco_tag/205776.png	bear; 	NULL	./database/coco_stuff/205776.png	dirt; snow; wall-concrete; other; 																																
